Date,zone,centre,Price
27-09-95,1,DELHI,425.0
04-10-95,1,DELHI,428.0
11-10-95,1,DELHI,425.0
18-10-95,1,DELHI,420.0
25-10-95,1,DELHI,415.0
01-11-95,1,DELHI,415.0
08-11-95,1,DELHI,415.0
15-11-95,1,DELHI,430.0
22-11-95,1,DELHI,430.0
29-11-95,1,DELHI,435.0
06-12-95,1,DELHI,440.0
13-12-95,1,DELHI,442.0
20-12-95,1,DELHI,430.0
27-12-95,1,DELHI,425.0
03-01-96,1,DELHI,420.0
10-01-96,1,DELHI,430.0
17-01-96,1,DELHI,450.0
24-01-96,1,DELHI,443.0
31-01-96,1,DELHI,443.0
07-02-96,1,DELHI,425.0
14-02-96,1,DELHI,430.0
21-02-96,1,DELHI,427.0
28-02-96,1,DELHI,427.0
06-03-96,1,DELHI,425.0
13-03-96,1,DELHI,440.0
20-03-96,1,DELHI,490.0
27-03-96,1,DELHI,465.0
03-04-96,1,DELHI,460.0
10-04-96,1,DELHI,435.0
17-04-96,1,DELHI,420.0
24-04-96,1,DELHI,425.0
01-05-96,1,DELHI,425.0
08-05-96,1,DELHI,430.0
15-05-96,1,DELHI,439.0
22-05-96,1,DELHI,458.0
29-05-96,1,DELHI,460.0
05-06-96,1,DELHI,468.0
12-06-96,1,DELHI,475.0
19-06-96,1,DELHI,485.0
26-06-96,1,DELHI,485.0
03-07-96,1,DELHI,495.0
10-07-96,1,DELHI,512.0
17-07-96,1,DELHI,505.0
24-07-96,1,DELHI,525.0
31-07-96,1,DELHI,535.0
07-08-96,1,DELHI,535.0
14-08-96,1,DELHI,535.0
21-08-96,1,DELHI,562.0
28-08-96,1,DELHI,562.0
04-09-96,1,DELHI,562.0
11-09-96,1,DELHI,570.0
18-09-96,1,DELHI,570.0
25-09-96,1,DELHI,600.0
02-10-96,1,DELHI,600.0
03-10-96,1,DELHI,600.0
09-10-96,1,DELHI,590.0
16-10-96,1,DELHI,615.0
23-10-96,1,DELHI,625.0
30-10-96,1,DELHI,625.0
06-11-96,1,DELHI,620.0
13-11-96,1,DELHI,620.0
20-11-96,1,DELHI,670.0
27-11-96,1,DELHI,710.0
04-12-96,1,DELHI,730.0
11-12-96,1,DELHI,660.0
18-12-96,1,DELHI,645.0
25-12-96,1,DELHI,670.0
01-01-97,1,DELHI,665.0
08-01-97,1,DELHI,600.0
15-01-97,1,DELHI,635.0
22-01-97,1,DELHI,615.0
29-01-97,1,DELHI,655.0
05-02-97,1,DELHI,625.0
07-02-97,1,DELHI,505.0
12-02-97,1,DELHI,660.0
19-02-97,1,DELHI,690.0
26-02-97,1,DELHI,700.0
05-03-97,1,DELHI,710.0
12-03-97,1,DELHI,710.0
19-03-97,1,DELHI,740.0
26-03-97,1,DELHI,600.0
02-04-97,1,DELHI,655.0
09-04-97,1,DELHI,655.0
16-04-97,1,DELHI,500.0
23-04-97,1,DELHI,525.0
30-04-97,1,DELHI,520.0
07-05-97,1,DELHI,510.0
14-05-97,1,DELHI,515.0
21-05-97,1,DELHI,518.0
28-05-97,1,DELHI,510.0
04-06-97,1,DELHI,485.0
11-06-97,1,DELHI,490.0
18-06-97,1,DELHI,555.0
25-06-97,1,DELHI,510.0
02-07-97,1,DELHI,505.0
09-07-97,1,DELHI,520.0
16-07-97,1,DELHI,520.0
23-07-97,1,DELHI,540.0
30-07-97,1,DELHI,540.0
06-08-97,1,DELHI,525.0
13-08-97,1,DELHI,530.0
20-08-97,1,DELHI,530.0
27-08-97,1,DELHI,535.0
03-09-97,1,DELHI,530.0
10-09-97,1,DELHI,530.0
17-09-97,1,DELHI,550.0
24-09-97,1,DELHI,515.0
01-10-97,1,DELHI,510.0
08-10-97,1,DELHI,525.0
15-10-97,1,DELHI,515.0
22-10-97,1,DELHI,505.0
29-10-97,1,DELHI,505.0
05-11-97,1,DELHI,500.0
12-11-97,1,DELHI,535.0
19-11-97,1,DELHI,540.0
26-11-97,1,DELHI,550.0
03-12-97,1,DELHI,550.0
10-12-97,1,DELHI,555.0
17-12-97,1,DELHI,560.0
24-12-97,1,DELHI,625.0
31-12-97,1,DELHI,650.0
07-01-98,1,DELHI,690.0
14-01-98,1,DELHI,705.0
21-01-98,1,DELHI,645.0
28-01-98,1,DELHI,645.0
04-02-98,1,DELHI,645.0
11-02-98,1,DELHI,620.0
18-02-98,1,DELHI,620.0
25-02-98,1,DELHI,580.0
04-03-98,1,DELHI,575.0
11-03-98,1,DELHI,570.0
18-03-98,1,DELHI,550.0
25-03-98,1,DELHI,530.0
01-04-98,1,DELHI,530.0
08-04-98,1,DELHI,525.0
15-04-98,1,DELHI,535.0
22-04-98,1,DELHI,530.0
29-04-98,1,DELHI,530.0
06-05-98,1,DELHI,530.0
13-05-98,1,DELHI,530.0
20-05-98,1,DELHI,525.0
27-05-98,1,DELHI,520.0
03-06-98,1,DELHI,525.0
10-06-98,1,DELHI,540.0
17-06-98,1,DELHI,550.0
24-06-98,1,DELHI,570.0
01-07-98,1,DELHI,580.0
08-07-98,1,DELHI,610.0
15-07-98,1,DELHI,620.0
22-07-98,1,DELHI,625.0
29-07-98,1,DELHI,610.0
05-08-98,1,DELHI,600.0
12-08-98,1,DELHI,615.0
19-08-98,1,DELHI,610.0
26-08-98,1,DELHI,610.0
02-09-98,1,DELHI,600.0
09-09-98,1,DELHI,600.0
16-09-98,1,DELHI,615.0
23-09-98,1,DELHI,625.0
30-09-98,1,DELHI,610.0
07-10-98,1,DELHI,615.0
14-10-98,1,DELHI,630.0
21-10-98,1,DELHI,630.0
28-10-98,1,DELHI,630.0
04-11-98,1,DELHI,650.0
11-11-98,1,DELHI,650.0
18-11-98,1,DELHI,660.0
25-11-98,1,DELHI,650.0
02-12-98,1,DELHI,670.0
09-12-98,1,DELHI,660.0
16-12-98,1,DELHI,680.0
23-12-98,1,DELHI,690.0
30-12-98,1,DELHI,670.0
06-01-99,1,DELHI,687.0
13-01-99,1,DELHI,690.0
20-01-99,1,DELHI,685.0
27-01-99,1,DELHI,685.0
03-02-99,1,DELHI,722.0
10-02-99,1,DELHI,745.0
17-02-99,1,DELHI,730.0
24-02-99,1,DELHI,730.0
03-03-99,1,DELHI,690.0
10-03-99,1,DELHI,676.0
17-03-99,1,DELHI,675.0
24-03-99,1,DELHI,638.0
31-03-99,1,DELHI,635.0
07-04-99,1,DELHI,590.0
14-04-99,1,DELHI,588.0
21-04-99,1,DELHI,578.0
28-04-99,1,DELHI,580.0
05-05-99,1,DELHI,580.0
12-05-99,1,DELHI,585.0
19-05-99,1,DELHI,608.0
26-05-99,1,DELHI,625.0
02-06-99,1,DELHI,630.0
09-06-99,1,DELHI,635.0
16-06-99,1,DELHI,638.0
23-06-99,1,DELHI,650.0
30-06-99,1,DELHI,650.0
07-07-99,1,DELHI,660.0
14-07-99,1,DELHI,665.0
21-07-99,1,DELHI,690.0
28-07-99,1,DELHI,690.0
04-08-99,1,DELHI,695.0
11-08-99,1,DELHI,700.0
18-08-99,1,DELHI,695.0
25-08-99,1,DELHI,695.0
01-09-99,1,DELHI,695.0
08-09-99,1,DELHI,695.0
15-09-99,1,DELHI,710.0
22-09-99,1,DELHI,715.0
29-09-99,1,DELHI,710.0
06-10-99,1,DELHI,705.0
13-10-99,1,DELHI,707.0
20-10-99,1,DELHI,715.0
27-10-99,1,DELHI,715.0
03-11-99,1,DELHI,710.0
10-11-99,1,DELHI,710.0
17-11-99,1,DELHI,710.0
24-11-99,1,DELHI,710.0
01-12-99,1,DELHI,705.0
08-12-99,1,DELHI,700.0
15-12-99,1,DELHI,700.0
22-12-99,1,DELHI,700.0
29-12-99,1,DELHI,700.0
05-01-00,1,DELHI,705.0
12-01-00,1,DELHI,700.0
19-01-00,1,DELHI,700.0
26-01-00,1,DELHI,700.0
02-02-00,1,DELHI,700.0
09-02-00,1,DELHI,700.0
16-02-00,1,DELHI,705.0
23-02-00,1,DELHI,700.0
01-03-00,1,DELHI,695.0
08-03-00,1,DELHI,700.0
15-03-00,1,DELHI,705.0
22-03-00,1,DELHI,695.0
29-03-00,1,DELHI,695.0
05-04-00,1,DELHI,690.0
12-04-00,1,DELHI,650.0
19-04-00,1,DELHI,632.0
26-04-00,1,DELHI,630.0
03-05-00,1,DELHI,637.0
10-05-00,1,DELHI,635.0
17-05-00,1,DELHI,640.0
24-05-00,1,DELHI,640.0
31-05-00,1,DELHI,635.0
07-06-00,1,DELHI,625.0
14-06-00,1,DELHI,632.0
21-06-00,1,DELHI,637.0
28-06-00,1,DELHI,626.0
05-07-00,1,DELHI,630.0
12-07-00,1,DELHI,615.0
19-07-00,1,DELHI,620.0
26-07-00,1,DELHI,623.0
02-08-00,1,DELHI,610.0
09-08-00,1,DELHI,612.0
16-08-00,1,DELHI,580.0
23-08-00,1,DELHI,593.0
30-08-00,1,DELHI,592.0
06-09-00,1,DELHI,575.0
13-09-00,1,DELHI,580.0
20-09-00,1,DELHI,600.0
27-09-00,1,DELHI,585.0
04-10-00,1,DELHI,600.0
11-10-00,1,DELHI,595.0
18-10-00,1,DELHI,580.0
25-10-00,1,DELHI,585.0
01-11-00,1,DELHI,595.0
08-11-00,1,DELHI,625.0
15-11-00,1,DELHI,615.0
22-11-00,1,DELHI,625.0
29-11-00,1,DELHI,635.0
06-12-00,1,DELHI,630.0
13-12-00,1,DELHI,620.0
20-12-00,1,DELHI,625.0
27-12-00,1,DELHI,625.0
03-01-01,1,DELHI,630.0
10-01-01,1,DELHI,625.0
17-01-01,1,DELHI,635.0
24-01-01,1,DELHI,620.0
31-01-01,1,DELHI,625.0
07-02-01,1,DELHI,632.0
14-02-01,1,DELHI,630.0
21-02-01,1,DELHI,635.0
28-02-01,1,DELHI,630.0
07-03-01,1,DELHI,644.0
14-03-01,1,DELHI,645.0
21-03-01,1,DELHI,640.0
28-03-01,1,DELHI,645.0
04-04-01,1,DELHI,640.0
11-04-01,1,DELHI,632.0
18-04-01,1,DELHI,632.0
25-04-01,1,DELHI,600.0
02-05-01,1,DELHI,595.0
09-05-01,1,DELHI,590.0
16-05-01,1,DELHI,590.0
23-05-01,1,DELHI,580.0
30-05-01,1,DELHI,575.0
06-06-01,1,DELHI,535.0
13-06-01,1,DELHI,595.0
20-06-01,1,DELHI,605.0
27-06-01,1,DELHI,555.0
04-07-01,1,DELHI,590.0
11-07-01,1,DELHI,600.0
18-07-01,1,DELHI,595.0
25-07-01,1,DELHI,595.0
01-08-01,1,DELHI,595.0
08-08-01,1,DELHI,600.0
15-08-01,1,DELHI,610.0
22-08-01,1,DELHI,600.0
29-08-01,1,DELHI,620.0
05-09-01,1,DELHI,620.0
12-09-01,1,DELHI,625.0
19-09-01,1,DELHI,635.0
26-09-01,1,DELHI,635.0
03-10-01,1,DELHI,635.0
10-10-01,1,DELHI,635.0
17-10-01,1,DELHI,635.0
24-10-01,1,DELHI,625.0
31-10-01,1,DELHI,630.0
07-11-01,1,DELHI,630.0
14-11-01,1,DELHI,635.0
21-11-01,1,DELHI,625.0
28-11-01,1,DELHI,630.0
05-12-01,1,DELHI,620.0
12-12-01,1,DELHI,615.0
19-12-01,1,DELHI,625.0
26-12-01,1,DELHI,625.0
02-01-02,1,DELHI,630.0
09-01-02,1,DELHI,630.0
16-01-02,1,DELHI,635.0
23-01-02,1,DELHI,630.0
30-01-02,1,DELHI,625.0
06-02-02,1,DELHI,625.0
13-02-02,1,DELHI,635.0
20-02-02,1,DELHI,635.0
27-02-02,1,DELHI,625.0
06-03-02,1,DELHI,638.0
13-03-02,1,DELHI,635.0
20-03-02,1,DELHI,635.0
27-03-02,1,DELHI,635.0
03-04-02,1,DELHI,630.0
10-04-02,1,DELHI,620.0
17-04-02,1,DELHI,625.0
24-04-02,1,DELHI,625.0
01-05-02,1,DELHI,626.0
08-05-02,1,DELHI,630.0
15-05-02,1,DELHI,630.0
22-05-02,1,DELHI,632.0
29-05-02,1,DELHI,640.0
05-06-02,1,DELHI,640.0
12-06-02,1,DELHI,635.0
19-06-02,1,DELHI,650.0
26-06-02,1,DELHI,650.0
03-07-02,1,DELHI,650.0
10-07-02,1,DELHI,655.0
17-07-02,1,DELHI,655.0
24-07-02,1,DELHI,655.0
31-07-02,1,DELHI,655.0
07-08-02,1,DELHI,640.0
14-08-02,1,DELHI,640.0
21-08-02,1,DELHI,645.0
28-08-02,1,DELHI,645.0
04-09-02,1,DELHI,640.0
11-09-02,1,DELHI,650.0
18-09-02,1,DELHI,650.0
25-09-02,1,DELHI,650.0
02-10-02,1,DELHI,650.0
09-10-02,1,DELHI,650.0
16-10-02,1,DELHI,655.0
23-10-02,1,DELHI,655.0
30-10-02,1,DELHI,660.0
06-11-02,1,DELHI,660.0
13-11-02,1,DELHI,680.0
20-11-02,1,DELHI,670.0
27-11-02,1,DELHI,695.0
04-12-02,1,DELHI,715.0
11-12-02,1,DELHI,708.0
18-12-02,1,DELHI,700.0
25-12-02,1,DELHI,700.0
01-01-03,1,DELHI,685.0
08-01-03,1,DELHI,680.0
15-01-03,1,DELHI,685.0
22-01-03,1,DELHI,685.0
29-01-03,1,DELHI,700.0
05-02-03,1,DELHI,715.0
12-02-03,1,DELHI,695.0
19-02-03,1,DELHI,695.0
26-02-03,1,DELHI,695.0
05-03-03,1,DELHI,695.0
12-03-03,1,DELHI,695.0
19-03-03,1,DELHI,695.0
26-03-03,1,DELHI,700.0
02-04-03,1,DELHI,697.0
09-04-03,1,DELHI,680.0
16-04-03,1,DELHI,645.0
23-04-03,1,DELHI,660.0
30-04-03,1,DELHI,655.0
07-05-03,1,DELHI,660.0
14-05-03,1,DELHI,665.0
21-05-03,1,DELHI,675.0
28-05-03,1,DELHI,685.0
04-06-03,1,DELHI,690.0
11-06-03,1,DELHI,705.0
18-06-03,1,DELHI,700.0
25-06-03,1,DELHI,700.0
02-07-03,1,DELHI,685.0
09-07-03,1,DELHI,685.0
16-07-03,1,DELHI,705.0
23-07-03,1,DELHI,695.0
30-07-03,1,DELHI,685.0
06-08-03,1,DELHI,685.0
13-08-03,1,DELHI,675.0
20-08-03,1,DELHI,690.0
27-08-03,1,DELHI,680.0
03-09-03,1,DELHI,680.0
10-09-03,1,DELHI,690.0
17-09-03,1,DELHI,690.0
24-09-03,1,DELHI,705.0
01-10-03,1,DELHI,700.0
08-10-03,1,DELHI,775.0
15-10-03,1,DELHI,775.0
22-10-03,1,DELHI,762.0
29-10-03,1,DELHI,755.0
05-11-03,1,DELHI,767.0
12-11-03,1,DELHI,760.0
19-11-03,1,DELHI,755.0
26-11-03,1,DELHI,755.0
03-12-03,1,DELHI,760.0
10-12-03,1,DELHI,772.0
17-12-03,1,DELHI,782.0
24-12-03,1,DELHI,787.0
31-12-03,1,DELHI,780.0
07-01-04,1,DELHI,790.0
14-01-04,1,DELHI,800.0
21-01-04,1,DELHI,790.0
28-01-04,1,DELHI,785.0
04-02-04,1,DELHI,785.0
11-02-04,1,DELHI,800.0
18-02-04,1,DELHI,795.0
25-02-04,1,DELHI,775.0
03-03-04,1,DELHI,760.0
10-03-04,1,DELHI,740.0
17-03-04,1,DELHI,740.0
24-03-04,1,DELHI,745.0
31-03-04,1,DELHI,700.0
07-04-04,1,DELHI,675.0
14-04-04,1,DELHI,662.0
21-04-04,1,DELHI,670.0
28-04-04,1,DELHI,665.0
05-05-04,1,DELHI,670.0
12-05-04,1,DELHI,675.0
19-05-04,1,DELHI,675.0
26-05-04,1,DELHI,670.0
02-06-04,1,DELHI,665.0
09-06-04,1,DELHI,680.0
16-06-04,1,DELHI,680.0
23-06-04,1,DELHI,675.0
30-06-04,1,DELHI,680.0
07-07-04,1,DELHI,695.0
14-07-04,1,DELHI,715.0
21-07-04,1,DELHI,730.0
28-07-04,1,DELHI,760.0
04-08-04,1,DELHI,765.0
11-08-04,1,DELHI,765.0
18-08-04,1,DELHI,760.0
25-08-04,1,DELHI,767.0
01-09-04,1,DELHI,755.0
08-09-04,1,DELHI,755.0
15-09-04,1,DELHI,755.0
22-09-04,1,DELHI,750.0
29-09-04,1,DELHI,735.0
06-10-04,1,DELHI,735.0
13-10-04,1,DELHI,750.0
20-10-04,1,DELHI,755.0
27-10-04,1,DELHI,755.0
03-11-04,1,DELHI,760.0
10-11-04,1,DELHI,760.0
17-11-04,1,DELHI,765.0
24-11-04,1,DELHI,775.0
01-12-04,1,DELHI,775.0
08-12-04,1,DELHI,780.0
15-12-04,1,DELHI,780.0
22-12-04,1,DELHI,770.0
29-12-04,1,DELHI,770.0
05-01-05,1,DELHI,765.0
12-01-05,1,DELHI,765.0
19-01-05,1,DELHI,765.0
26-01-05,1,DELHI,785.0
02-02-05,1,DELHI,780.0
09-02-05,1,DELHI,780.0
16-02-05,1,DELHI,785.0
23-02-05,1,DELHI,775.0
02-03-05,1,DELHI,770.0
09-03-05,1,DELHI,780.0
16-03-05,1,DELHI,765.0
23-03-05,1,DELHI,760.0
30-03-05,1,DELHI,760.0
06-04-05,1,DELHI,730.0
13-04-05,1,DELHI,690.0
20-04-05,1,DELHI,685.0
27-04-05,1,DELHI,685.0
04-05-05,1,DELHI,685.0
11-05-05,1,DELHI,685.0
18-05-05,1,DELHI,730.0
25-05-05,1,DELHI,725.0
01-06-05,1,DELHI,750.0
08-06-05,1,DELHI,750.0
15-06-05,1,DELHI,750.0
22-06-05,1,DELHI,755.0
29-06-05,1,DELHI,765.0
06-07-05,1,DELHI,770.0
09-07-05,1,DELHI,760.0
13-07-05,1,DELHI,770.0
20-07-05,1,DELHI,775.0
27-07-05,1,DELHI,770.0
03-08-05,1,DELHI,765.0
10-08-05,1,DELHI,765.0
17-08-05,1,DELHI,765.0
24-08-05,1,DELHI,760.0
31-08-05,1,DELHI,760.0
07-09-05,1,DELHI,760.0
14-09-05,1,DELHI,755.0
21-09-05,1,DELHI,755.0
28-09-05,1,DELHI,770.0
05-10-05,1,DELHI,785.0
12-10-05,1,DELHI,800.0
19-10-05,1,DELHI,805.0
26-10-05,1,DELHI,805.0
02-11-05,1,DELHI,805.0
09-11-05,1,DELHI,822.0
16-11-05,1,DELHI,840.0
23-11-05,1,DELHI,880.0
30-11-05,1,DELHI,865.0
07-12-05,1,DELHI,872.0
14-12-05,1,DELHI,887.0
21-12-05,1,DELHI,892.0
28-12-05,1,DELHI,907.0
04-01-06,1,DELHI,912.0
11-01-06,1,DELHI,952.0
18-01-06,1,DELHI,1015.0
25-01-06,1,DELHI,1020.0
01-02-06,1,DELHI,963.0
08-02-06,1,DELHI,973.0
15-02-06,1,DELHI,960.0
22-02-06,1,DELHI,943.0
01-03-06,1,DELHI,943.0
08-03-06,1,DELHI,928.0
15-03-06,1,DELHI,975.0
22-03-06,1,DELHI,968.0
29-03-06,1,DELHI,933.0
05-04-06,1,DELHI,863.0
12-04-06,1,DELHI,805.0
19-04-06,1,DELHI,785.0
26-04-06,1,DELHI,835.0
03-05-06,1,DELHI,815.0
10-05-06,1,DELHI,833.0
17-05-06,1,DELHI,850.0
24-05-06,1,DELHI,850.0
31-05-06,1,DELHI,850.0
07-06-06,1,DELHI,855.0
14-06-06,1,DELHI,855.0
21-06-06,1,DELHI,860.0
28-06-06,1,DELHI,860.0
05-07-06,1,DELHI,860.0
12-07-06,1,DELHI,860.0
19-07-06,1,DELHI,865.0
26-07-06,1,DELHI,865.0
02-08-06,1,DELHI,865.0
09-08-06,1,DELHI,885.0
16-08-06,1,DELHI,925.0
23-08-06,1,DELHI,970.0
30-08-06,1,DELHI,980.0
06-09-06,1,DELHI,980.0
13-09-06,1,DELHI,975.0
20-09-06,1,DELHI,1000.0
27-09-06,1,DELHI,1000.0
04-10-06,1,DELHI,1000.0
11-10-06,1,DELHI,1000.0
18-10-06,1,DELHI,1040.0
25-10-06,1,DELHI,1050.0
08-11-06,1,DELHI,1120.0
15-11-06,1,DELHI,1150.0
22-11-06,1,DELHI,1120.0
29-11-06,1,DELHI,1140.0
06-12-06,1,DELHI,1140.0
13-12-06,1,DELHI,1130.0
20-12-06,1,DELHI,1085.0
27-12-06,1,DELHI,1090.0
03-01-07,1,DELHI,1090.0
10-01-07,1,DELHI,1090.0
17-01-07,1,DELHI,1090.0
24-01-07,1,DELHI,1080.0
31-01-07,1,DELHI,1080.0
07-02-07,1,DELHI,1030.0
14-02-07,1,DELHI,1085.0
21-02-07,1,DELHI,1065.0
28-02-07,1,DELHI,1040.0
07-03-07,1,DELHI,1000.0
14-03-07,1,DELHI,1030.0
21-03-07,1,DELHI,1045.0
28-03-07,1,DELHI,1040.0
04-04-07,1,DELHI,1040.0
11-04-07,1,DELHI,1020.0
18-04-07,1,DELHI,950.0
25-04-07,1,DELHI,955.0
02-05-07,1,DELHI,950.0
09-05-07,1,DELHI,940.0
16-05-07,1,DELHI,940.0
23-05-07,1,DELHI,900.0
30-05-07,1,DELHI,915.0
06-06-07,1,DELHI,920.0
13-06-07,1,DELHI,920.0
20-06-07,1,DELHI,950.0
27-06-07,1,DELHI,950.0
04-07-07,1,DELHI,950.0
11-07-07,1,DELHI,950.0
18-07-07,1,DELHI,995.0
25-07-07,1,DELHI,1020.0
01-08-07,1,DELHI,1025.0
08-08-07,1,DELHI,1040.0
15-08-07,1,DELHI,1025.0
22-08-07,1,DELHI,1020.0
29-08-07,1,DELHI,1020.0
05-09-07,1,DELHI,1020.0
12-09-07,1,DELHI,1020.0
19-09-07,1,DELHI,1020.0
26-09-07,1,DELHI,1020.0
03-10-07,1,DELHI,1020.0
10-10-07,1,DELHI,1020.0
17-10-07,1,DELHI,1030.0
24-10-07,1,DELHI,1030.0
31-10-07,1,DELHI,1030.0
07-11-07,1,DELHI,1030.0
14-11-07,1,DELHI,1030.0
21-11-07,1,DELHI,1030.0
28-11-07,1,DELHI,1030.0
05-12-07,1,DELHI,1030.0
12-12-07,1,DELHI,1030.0
19-12-07,1,DELHI,1030.0
26-12-07,1,DELHI,1030.0
02-01-08,1,DELHI,1030.0
09-01-08,1,DELHI,1030.0
16-01-08,1,DELHI,1095.0
23-01-08,1,DELHI,1095.0
30-01-08,1,DELHI,1110.0
06-02-08,1,DELHI,1110.0
07-02-08,1,DELHI,1085.0
13-02-08,1,DELHI,1100.0
20-02-08,1,DELHI,1100.0
27-02-08,1,DELHI,1120.0
05-03-08,1,DELHI,1115.0
12-03-08,1,DELHI,1115.0
19-03-08,1,DELHI,1125.0
26-03-08,1,DELHI,1115.0
02-04-08,1,DELHI,1115.0
09-04-08,1,DELHI,1115.0
16-04-08,1,DELHI,1115.0
23-04-08,1,DELHI,1115.0
30-04-08,1,DELHI,1065.0
07-05-08,1,DELHI,1065.0
14-05-08,1,DELHI,1075.0
21-05-08,1,DELHI,1075.0
28-05-08,1,DELHI,1075.0
04-06-08,1,DELHI,1075.0
11-06-08,1,DELHI,1085.0
18-06-08,1,DELHI,1085.0
25-06-08,1,DELHI,1085.0
02-07-08,1,DELHI,1145.0
09-07-08,1,DELHI,1145.0
16-07-08,1,DELHI,1100.0
23-07-08,1,DELHI,1100.0
30-07-08,1,DELHI,1100.0
06-08-08,1,DELHI,1100.0
13-08-08,1,DELHI,1100.0
20-08-08,1,DELHI,1100.0
27-08-08,1,DELHI,1100.0
